assistant_sentence;action;ponctuation
Je suis fasciné par l'histoire ancienne et j'ai récemment visité un site archéologique incroyable.;;Aff
Tu crois qu'on pourrait un jour voyager dans l'espace comme dans les films de science-fiction ?;;Int
Je suis surpris par la diversité des cultures que l'on peut découvrir en voyageant.;;Aff
Avez-vous déjà essayé la cuisine fusion ? C'est une expérience gustative unique !;;Aff
J'ai assisté à une conférence sur l'intelligence artificielle hier et c'était très enrichissant.;;Aff
J'ai commencé à planifier mon prochain voyage et je suis vraiment excité à l'idée de découvrir de nouveaux endroits.;;Aff
As-tu entendu parler de la dernière découverte scientifique sur les océans ?;;Int
Je me demande quelle sera la prochaine tendance en matière de mode cette année.;;Aff
Quel est ton livre préféré et pourquoi ?;;Int
As-tu déjà eu l'occasion de visiter un pays étranger ?;;Int
Quel est ton souvenir le plus marquant de ton enfance ?;;Int
Je viens de terminer une série incroyable sur Netflix, tu devrais absolument la regarder.;;Aff
Quelle est ta philosophie de vie en trois mots ?;;Int
Je suis curieux, quelle est ta passion dans la vie ?;;Int
As-tu déjà essayé un sport extrême ?;;Int
Quel est ton avis sur la situation politique actuelle ?;;Int
J'ai récemment découvert un nouvel artiste dont la musique est incroyable.;;Aff
Connais-tu des techniques pour méditer et se relaxer ?;;Int
Quel est ton plat préféré à cuisiner à la maison ?;;Int
Je me demande quelles seront les prochaines avancées technologiques dans les dix prochaines années.;;Aff
As-tu déjà vécu une expérience paranormale ?;;Int
Quel est ton plus grand rêve dans la vie ?;;Int
Je me demande comment serait la vie sur une autre planète.;;Aff
Quel est ton film préféré de tous les temps ?;;Int
As-tu déjà pensé à apprendre une nouvelle langue ?;;Int
Je suis fasciné par l'histoire ancienne, quel est ton période préférée ?;;Int
Emmanuel, vous avez fini le compte rendu de la réunion de mardi ?;;Int
Oui, il est prêt !;;Aff
J'aimerais le lire avant que vous l'envoyiez à tout le monde.;;Aff
Bien sûr.;;Aff
Par contre, il est un peu gros, je vous envoie le lien sur Dropbox.;;Aff
Ah, je n'y comprends rien à votre dropboss là !;;Aff
Dropbox, vous ne l'avez pas installé l'autre fois ?;;Int
Si, j'ai suivi toutes les instructions, ça doit être sur mon ordinateur, mais vous savez bien que je ne suis pas très douée pour tout ça.;;Aff
Je comprends, mais j'ai fait le compte rendu sur Powerpoint et comme le fichier est un peu lourd, ça ne va pas passer autrement.;;Aff
Sinon, je peux vous le mettre sur une clé USB.;;Aff
Faisons simple.;;Aff
Vous allez me l'imprimer et le poser sur mon bureau.;;Aff
Comme vous voudrez.;;Aff
Il sera prêt dans la matinée ?;;Int
Oui, je m'en occupe tout de suite, je vous l'apporte avant dix heures.;;Aff
Je serai en réunion, vous le remettrez à madame Hugues.;;Aff
Maryse, vous n'auriez pas vu mon portable ?;;Int
Je crois l'avoir vu sur votre bureau.;;Aff
Non, je viens de regarder.;;Aff
Il est peut-être sous un dossier…;;Aff
Ah oui, le voilà.;;Aff
Ah oui, j'oubliais.;;Aff
Vous n'avez pas oublié de téléphoner à Monsieur Dutemps pour confirmer notre rendez-vous ?;;Int
Je l'ai appelé et j'ai laissé un message sur son répondeur.;;Aff
Vous voulez  que je le rappelle ?;;Int
Oui, dites-lui que je serais un peu en retard.;;Aff
Mais, le rendez-vous est à 17 heures.;;Aff
Je sais, mais je dois passer au chantier pour vérifier deux ou trois choses.;;Aff
Votre réunion avec madame Bougrab s'est bien passée ?;;Int
Oui, madame Bougrab est très professionnelle.;;Aff
Tout était très bien organisé.;;Aff
J'avais réservé une soirée au Moulin Rouge pour ce soir.;;Aff
Au Moulin Rouge ?;;Int
Oui, enfin, je m'attendais à accueillir un homme.;;Aff
Ah … je vois…;;Aff
Non, non, vous n'y êtes pas.;;Aff
Non, mais ce n'est pas du tout ce que vous imaginez !;;Aff
Je n'imagine rien.;;Aff
Je plaisante Sébastien.;;Aff
Ah ah oui…;;Aff
Oui, vous plaisantez… ah, très drôle.;;Aff
Allô ?;;Int
Bonjour, je m'appelle Martin Jobs.;;Aff
Je vous appelle pour l'annonce concernant un emploi de prof d'anglais.;;Aff
Je suis étudiant en France en ce moment et ce travail m'intéresse.;;Aff
Ah, très bien.;;Aff
Vous êtes américain ?;;Int
Non, je suis anglais.;;Aff
Et, vous avez déjà donné des cours à des enfants ?;;Int
Disons que je suis l'aîné d'une famille de quatre enfants.;;Aff
J'ai aidé mes frères pour les devoirs.;;Aff
Et vous avez déjà enseigné l'anglais à des francophones ?;;Int
Ce serait la première fois que je donne des cours d'anglais à des enfants, mais j'en donne à des adultes.;;Aff
En fait, j'ai deux garçons qui ont de grosses difficultés en anglais, ce serait surtout pour les aider à faire leurs devoirs.;;Aff
Oui, je vois.;;Aff
Ils ont quel âge ?;;Int
Ils ont onze et douze ans.;;Aff
Vous avez déjà fait du baby-sitting ?;;Int
Euh, pas vraiment mais comme je vous ai dit, je me suis longtemps occupé de mes frères parce que mes parents travaillaient tous les deux.;;Aff
Ah oui.;;Aff
Et, vous seriez intéressé pour garder les enfants aussi de temps en temps en leur parlant en anglais.;;Aff
Vous habitez où exactement ?;;Int
Je suis dans le dix-septième.;;Aff
Ah, vous êtes à côté !;;Aff
Il n'y avait pas vraiment de détails concernant les heures et la rémunération…;;Aff
Oui, c'est vrai.;;Aff
Ce serait trois fois par semaine : le lundi, le mercredi et le vendredi de 16h30 à 21h.;;Aff
Et ce serait payé quinze euros de l'heure.;;Aff
Ça vous conviendrait ?;;Int
Oui, très bien.;;Aff
je suis disponible ces jours-là.;;Aff
Alors, l'idéal serait qu'on se voit une fois pour voir si le courant passe avec les enfants.;;Aff
Vous pourriez venir dès la semaine prochaine pour un essai ?;;Int
Lundi à 16h30.;;Aff
Je vais prendre votre numéro de téléphone et votre e-mail, si vous voulez bien.;;Aff
tout à fait.;;Aff
C'est noté.;;Aff
Bonjour, je peux vous parler un instant ?;;Int
Oui, c'est pour quoi ?;;Int
Ce serait pour poser mes jours de vacances de cet été.;;Aff
Vous n'avez qu'à remplir le formulaire qu'on vous a envoyé l'autre jour.;;Aff
Oui, justement… dans le formulaire on nous propose des dates déjà définies… et on est limités à seulement deux semaines en août.;;Aff
Je crois avoir expliqué lors de la réunion qu'à partir de cette année, les dates étaient fixées.;;Aff
J'ai bien compris… mais voyez-vous, je voudrais pouvoir partir deux jours plus tôt et rentrer 3 jours plus tard… J'ai prévu de partir en Argentine, et le séjour dure 15 jours. Il me faudrait quelques jours de plus pour préparer le voyage et aussi pour récupérer.;;Aff
Partez moins longtemps !;;Aff
Mon mari a déjà payé le séjour.;;Aff
Faites-vous rembourser !;;Aff
Si j'accepte pour vous, je dois accepter pour tout le monde.;;Aff
Vous comprenez que c'est par souci d'équité que je ne peux pas accepter.;;Aff
Monsieur Fourcade, vous savez tout le respect que j'ai pour vous.;;Aff
Mais il faut me comprendre, je me donne à fond dans la boîte : heures supplémentaires, renoncement aux primes…;;Aff
Je sais que ce n'est facile pour personne et que vous ne pouvez pas céder à toutes les demandes en août…;;Aff
Mais, je ne demande pas de congé payés supplémentaires.;;Aff
Juste un peu de temps pour pouvoir reprendre le travail dans les meilleures conditions.;;Aff
Je vais y réfléchir.;;Aff
Ne tirez pas de plan sur la comète, je n'ai pas dit oui !;;Aff
Tu sais quoi, tous les employés recevront désormais une caisse de champagne pour leur anniversaire.;;Aff
C'est quoi cette histoire ?;;Int
Eh bien, décision de la direction !;;Aff
C'est cadeau !;;Aff
C'est une sorte de prime pour nous remercier de nos bons et loyaux services.;;Aff
Oh, ça va !;;Aff
Tu ne vas pas faire la fine bouche !;;Aff
C'est c'est quand même chouette de la part de la direction.;;Aff
Ils nous ont sucré les primes de fin d'année, on a dû dire bye-bye aux trente-cinq heures, on nous flique en mettant des caméras de surveillance aux quatre coins de la boîte et il faudrait que je trouve ça chouette ?;;Int
Mais tu plaisantes ?;;Int
Ne sois pas de mauvaise foi, la boîte était sur le point de couler il y a un an.;;Aff
On ne pouvait pas faire autrement.;;Aff
Mais, c'était du chantage !;;Aff
Tu ne devrais pas cracher dans la soupe constamment.;;Aff
Mais c'est ce que je fais…;;Aff
Alors commence par nous écouter.;;Aff
Tu trouveras pas grand monde dans la boîte pour partager ta haine.;;Aff
Qu'est-ce que tu fais ?;;Int
Je répare cette chaise.;;Aff
Je ne savais pas que tu étais bricoleur.;;Aff
Tu peux m'aider un peu ?;;Int
Oui, qu'est-ce que je dois faire.;;Aff
Tu peux aller chercher le marteau qui est sur la table ?;;Int
À côté de la boîte à outils.;;Aff
Tu le vois ?;;Int
Non, tu vas taper pendant que je tiens les pieds de la chaise.;;Aff
Ici ?;;Int
Oui, mais ne frappe pas trop fort.;;Aff
Comme ça, ça va ?;;Int
Super.;;Aff
Maintenant, apporte-moi les vis et un tournevis !;;Aff
Euh, non, j'ai dit des vis pas des clous.;;Aff
Et, c'est un cruciforme qu'il me faut.;;Aff
Un quoi ?;;Int
Bon, laisse tomber.;;Aff
Tu vas tenir les pieds de la chaise, je vais m'occuper du matériel.;;Aff
Alors, tu en es où ?;;Int
Tu as eu des nouvelles pour ton job d'étudiant ?;;Int
Non, pas encore.;;Aff
J'attends leur réponse.;;Aff
Tu as envoyé ton CV quand ?;;Int
Il y a une semaine.;;Aff
Et ils m'ont proposé un entretien.;;Aff
Ah, mais je ne savais pas ça.;;Aff
Ça ne change rien au fait que j'attends leur réponse.;;Aff
Oui, mais dis-moi, ça s'est passé comment ?;;Int
Ben, normalement.;;Aff
Ils m'ont posé plein de questions sur ce que j'étudiais… tout ça.;;Aff
Je pense m'en être pas trop mal sorti.;;Aff
Y a plus qu'à attendre.;;Aff
Mais, ils t'ont dit quoi exactement ?;;Int
Ben rien, c'est surtout moi qui ai parlé.;;Aff
Mais, tu ne leur as pas posé de questions ?;;Int
Ben non, pourquoi ?;;Int
Ben, pour montrer que tu t'intéresses à leur offre d'emploi.;;Aff
Si, j'ai quand même demandé combien ça rapportait.;;Aff
Mais tu dois poser des questions sur le fonctionnement de l'entreprise, le travail en lui-même, les horaires, l'ambiance au travail…;;Aff
Si tu demandes juste combien tu vas gagner, ils vont penser que tu ne t'intéresses qu'au salaire.;;Aff
Mais, c'est le cas !;;Aff
De toute façon, je leur ai dit.;;Aff
Non, ça va, c'est juste un job d'étudiant.;;Aff
Je crois que tu prends ça trop à la légère.;;Aff
Pour la personne qui t'emploie, ce travail est important.;;Aff
Tu ne seras jamais pris si tu ne montres pas plus d'intérêt.;;Aff
Tu n'as qu'à postuler.;;Aff
Je suis sûr qu'ils vont te prendre.;;Aff
Bonjour, je peux vous aider ?;;Int
Oui… je cherche une cravate pour mon mari.;;Aff
Alors, suivez-moi.;;Aff
Voilà, nous avons de très nombreux modèles.;;Aff
Ce serait pour quelle occasion ?;;Int
Pour son travail.;;Aff
Il est ingénieur en agronomie.;;Aff
Et vous cherchez un coloris particulier ?;;Int
Jusqu'à maintenant, il mettait toujours des cravates marron, mais je voudrais lui offrir quelque chose qui fait plus jeune.;;Aff
J'aime bien celle-ci.;;Aff
C'est de la soie japonaise.;;Aff
Vous voudriez mettre combien ?;;Int
Elle est magnifique.;;Aff
C'est exactement ce qu'il lui faut.;;Aff
Vous l'avez en plus clair ?;;Int
Je vais prendre les deux.;;Aff
L'horoscope, c'est scientifique.;;Aff
Tu dois me donner ta date de naissance exacte.;;Aff
L'heure et le lieu, c'est pour déterminer l'ascendant…;;Aff
Tu n'y connais vraiment rien !;;Aff
je suis né à Tours, mais pour savoir à quelle l'heure, il faudra que tu demandes à ma mère ou à mon père.;;Aff
Allez !;;Aff
Bon, je vais te le dire, moi !;;Aff
On va lire le tien, ce sera peut-être meilleur.;;Aff
